"global_step","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_length","Rainbow DQN - charts/episodic_length__MIN","Rainbow DQN - charts/episodic_length__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_length","DQN - charts/episodic_length__MIN","DQN - charts/episodic_length__MAX"
"2146757","","","","","","","96108","96108","96108","1441","1441","1441"
"2147711","94687","94687","94687","1223","1223","1223","","","","","",""
"2148134","","","","","","","96198","96198","96198","1377","1377","1377"
"2148709","94729","94729","94729","998","998","998","","","","","",""
"2149441","","","","","","","96277","96277","96277","1307","1307","1307"
"2149748","94731","94731","94731","1039","1039","1039","","","","","",""
"2150598","","","","","","","96300","96300","96300","1157","1157","1157"
"2152616","","","","","","","96323","96323","96323","1007","1007","1007"
"2152986","94886","94886","94886","1193","1193","1193","","","","","",""
"2154120","","","","","","","96414","96414","96414","1504","1504","1504"
"2154153","94923.5","94887","94960","1167","1167","1167","","","","","",""
"2154865","94992","94992","94992","712","712","712","","","","","",""
"2155067","","","","","","","96482","96424","96540","947","947","947"
"2155991","95038","95038","95038","1126","1126","1126","","","","","",""
"2156253","","","","","","","96512","96512","96512","1186","1186","1186"
"2157142","95047","95047","95047","1151","1151","1151","","","","","",""
"2157189","","","","","","","96522","96522","96522","936","936","936"
"2158061","95048","95048","95048","919","919","919","","","","","",""
"2159856","95207","95207","95207","926","926","926","","","","","",""
"2160869","95225.5","95202","95249","1013","1013","1013","","","","","",""
"2160990","","","","","","","96744.5","96713","96776","1192","1192","1192"
"2162211","","","","","","","96727","96727","96727","1221","1221","1221"
"2162999","95280","95280","95280","1130","1130","1130","","","","","",""
"2163510","","","","","","","96855.5","96817","96894","1299","1299","1299"
"2164118","95374","95357","95391","1119","1119","1119","","","","","",""
"2164999","","","","","","","96902.5","96867","96938","1489","1489","1489"
"2166051","","","","","","","96998","96998","96998","1052","1052","1052"
"2166974","","","","","","","96995.5","96964","97027","923","923","923"
"2168278","","","","","","","97073","97053","97093","1304","1304","1304"
"2168465","95574","95574","95574","1090","1090","1090","","","","","",""
"2169154","","","","","","","97063","97063","97063","876","876","876"
"2169820","95611.5","95590","95633","1355","1355","1355","","","","","",""
"2171873","95720","95720","95720","979","979","979","","","","","",""
"2171874","","","","","","","97167","97167","97167","1610","1610","1610"
"2173879","95805","95805","95805","1050","1050","1050","","","","","",""
"2173979","","","","","","","97324","97324","97324","1030","1030","1030"
"2174958","","","","","","","97328.5","97276","97381","979","979","979"
"2175123","95862","95862","95862","1244","1244","1244","","","","","",""
"2176016","","","","","","","97363","97363","97363","1058","1058","1058"
"2176106","95836","95836","95836","983","983","983","","","","","",""
"2176931","95837","95837","95837","825","825","825","","","","","",""
"2178373","","","","","","","97463","97463","97463","1422","1422","1422"
"2179005","95991","95991","95991","1072","1072","1072","","","","","",""
"2179993","","","","","","","97481","97481","97481","883","883","883"
"2180173","96068","96068","96068","1168","1168","1168","","","","","",""
"2180932","","","","","","","97600.5","97567","97634","939","939","939"
"2181134","96118","96118","96118","961","961","961","","","","","",""
"2182315","96146","96146","96146","1181","1181","1181","","","","","",""
"2183377","96212","96212","96212","1062","1062","1062","","","","","",""
"2184307","","","","","","","97736","97680","97792","1217","1217","1217"
"2184473","96260","96260","96260","1096","1096","1096","","","","","",""
"2185222","","","","","","","97755.5","97690","97821","915","915","915"
"2185264","96259.5","96225","96294","791","791","791","","","","","",""
"2186379","96311","96311","96311","1115","1115","1115","","","","","",""
"2186630","","","","","","","97889","97889","97889","1408","1408","1408"
"2187522","96312","96312","96312","1143","1143","1143","","","","","",""
"2188548","96436","96436","96436","1026","1026","1026","","","","","",""
"2189129","","","","","","","97981","97981","97981","1040","1040","1040"
"2190523","96493.5","96466","96521","1071","1071","1071","","","","","",""
"2191519","","","","","","","98051","98021","98081","1163","1163","1163"
"2191756","96543","96543","96543","1233","1233","1233","","","","","",""
"2192927","","","","","","","98149","98149","98149","1408","1408","1408"
"2193078","96544","96544","96544","1322","1322","1322","","","","","",""
"2193988","96644","96622","96666","910","910","910","","","","","",""
"2194380","","","","","","","98159.5","98126","98193","1453","1453","1453"
"2194899","96698","96698","96698","911","911","911","","","","","",""
"2197177","96804","96804","96804","1088","1088","1088","","","","","",""
"2198365","","","","","","","98368","98368","98368","1639","1639","1639"
"2199440","","","","","","","98403","98403","98403","1075","1075","1075"
"2200236","96895.5","96855","96936","1041","1041","1041","","","","","",""
"2200555","","","","","","","98462","98462","98462","1115","1115","1115"
"2201399","96964.5","96945","96984","1163","1163","1163","","","","","",""
"2201484","","","","","","","98491","98491","98491","929","929","929"
"2202677","","","","","","","98541","98516","98566","1193","1193","1193"
"2203331","97070","97070","97070","976","976","976","","","","","",""
"2204339","97024","97024","97024","1008","1008","1008","","","","","",""
"2205100","","","","","","","98542","98542","98542","1115","1115","1115"
"2205471","97159","97159","97159","1132","1132","1132","","","","","",""
"2206449","97177","97177","97177","978","978","978","","","","","",""
"2207241","","","","","","","98702","98642","98762","1207","1207","1207"
"2207670","97178","97178","97178","1221","1221","1221","","","","","",""
"2208729","97300","97300","97300","1059","1059","1059","","","","","",""
"2208734","","","","","","","98809","98809","98809","1493","1493","1493"
"2209818","97340","97332","97348","1089","1089","1089","","","","","",""
"2209999","","","","","","","98808","98746","98870","1265","1265","1265"
"2210731","97359.5","97333","97386","913","913","913","","","","","",""
"2211322","","","","","","","98914","98914","98914","1323","1323","1323"
"2211775","97430","97430","97430","1044","1044","1044","","","","","",""
"2213013","97447.5","97411","97484","1238","1238","1238","","","","","",""
"2213934","97488","97488","97488","921","921","921","","","","","",""
"2214005","","","","","","","98993.5","98940","99047","1109","1109","1109"
"2214933","","","","","","","99076","99076","99076","928","928","928"
"2215087","97570","97570","97570","1153","1153","1153","","","","","",""
"2216188","97579","97579","97579","1101","1101","1101","","","","","",""
"2216825","","","","","","","99135.5","99122","99149","1136","1136","1136"
"2217184","97620.5","97580","97661","996","996","996","","","","","",""
"2218026","97657","97657","97657","842","842","842","","","","","",""
"2218156","","","","","","","99215","99215","99215","1331","1331","1331"
"2219136","97740","97733","97747","1110","1110","1110","","","","","",""
"2219615","","","","","","","99286","99286","99286","1459","1459","1459"
"2220240","97763.5","97734","97793","1104","1104","1104","","","","","",""
"2220667","","","","","","","99267","99267","99267","1052","1052","1052"
"2221839","","","","","","","99280","99280","99280","1172","1172","1172"
"2222112","97812","97812","97812","801","801","801","","","","","",""
"2223010","","","","","","","99419","99419","99419","1171","1171","1171"
"2223060","97902","97889","97915","948","948","948","","","","","",""
"2224020","97890","97890","97890","960","960","960","","","","","",""
"2224968","97997","97997","97997","948","948","948","","","","","",""
"2225904","97968","97968","97968","936","936","936","","","","","",""
"2226489","","","","","","","99515.5","99480","99551","950","950","950"
"2226857","98078","98078","98078","953","953","953","","","","","",""
"2228738","","","","","","","99614.5","99580","99649","1097","1097","1097"
"2230311","98228","98228","98228","1164","1164","1164","","","","","",""
"2231449","","","","","","","99727","99684","99770","1364","1364","1364"
"2232423","98289","98289","98289","1141","1141","1141","","","","","",""
"2232755","","","","","","","99835","99835","99835","1306","1306","1306"
"2233880","","","","","","","99828","99786","99870","1125","1125","1125"
"2234375","98383.5","98367","98400","981","981","981","","","","","",""
"2236124","","","","","","","99886","99886","99886","1152","1152","1152"
"2236718","98445","98445","98445","1078","1078","1078","","","","","",""
"2237149","","","","","","","99972","99972","99972","1025","1025","1025"
"2237797","98544","98544","98544","1079","1079","1079","","","","","",""
"2238594","","","","","","","100028","99987","100069","1445","1445","1445"
"2239205","98599","98599","98599","1408","1408","1408","","","","","",""
"2239977","","","","","","","100107","100077","100137","1383","1383","1383"
"2240344","98627","98600","98654","1139","1139","1139","","","","","",""
"2241218","","","","","","","100202","100202","100202","1241","1241","1241"
"2241362","98677","98677","98677","1018","1018","1018","","","","","",""
"2242416","98678","98678","98678","1054","1054","1054","","","","","",""
"2242495","","","","","","","100180","100180","100180","1277","1277","1277"
"2243335","98769.5","98755","98784","919","919","919","","","","","",""
"2243926","","","","","","","100286","100271","100301","1431","1431","1431"
"2244460","98793","98756","98830","1125","1125","1125","","","","","",""
"2244948","","","","","","","100282","100282","100282","1022","1022","1022"
"2245522","98843","98843","98843","1062","1062","1062","","","","","",""
"2246234","","","","","","","100397","100397","100397","1286","1286","1286"
"2246685","98844","98844","98844","1163","1163","1163","","","","","",""
"2247300","","","","","","","100433","100412","100454","1066","1066","1066"
"2247531","98964","98964","98964","846","846","846","","","","","",""
"2248470","99004","99004","99004","939","939","939","","","","","",""
"2248545","","","","","","","100495","100495","100495","1245","1245","1245"
"2249368","98998","98998","98998","898","898","898","","","","","",""
"2249959","","","","","","","100516","100516","100516","1414","1414","1414"
"2250147","98999","98999","98999","779","779","779","","","","","",""
"2250951","","","","","","","100561","100527","100595","992","992","992"
"2251162","99097.5","99076","99119","1015","1015","1015","","","","","",""
"2252253","99153","99153","99153","1091","1091","1091","","","","","",""
"2252348","","","","","","","100664","100664","100664","1397","1397","1397"
"2253231","99209","99209","99209","978","978","978","","","","","",""
"2253465","","","","","","","100664","100629","100699","1117","1117","1117"
"2254269","99253","99253","99253","1038","1038","1038","","","","","",""
"2254397","","","","","","","100714","100714","100714","932","932","932"
"2255227","99232","99232","99232","958","958","958","","","","","",""
"2255447","","","","","","","100726","100726","100726","1050","1050","1050"
"2256400","99309","99309","99309","1173","1173","1173","","","","","",""
"2256896","","","","","","","100836.5","100816","100857","1449","1449","1449"
"2257605","99398","99398","99398","1205","1205","1205","","","","","",""
"2258592","99411.5","99387","99436","987","987","987","","","","","",""
"2259258","","","","","","","100970","100970","100970","1259","1259","1259"
"2259402","99469.5","99464","99475","810","810","810","","","","","",""
"2260132","","","","","","","100963.5","100928","100999","874","874","874"
"2262753","99619","99619","99619","935","935","935","","","","","",""
"2263575","99631","99631","99631","822","822","822","","","","","",""
"2264125","","","","","","","101046","101046","101046","1370","1370","1370"
"2264871","99710","99710","99710","1296","1296","1296","","","","","",""
"2265176","","","","","","","101169","101132","101206","1051","1051","1051"
"2266115","99736.5","99709","99764","1244","1244","1244","","","","","",""
"2266323","","","","","","","101269","101269","101269","1147","1147","1147"
"2266967","99786","99786","99786","852","852","852","","","","","",""
"2267568","","","","","","","101233","101233","101233","1245","1245","1245"
"2268068","99787","99787","99787","1101","1101","1101","","","","","",""
"2268763","99878","99878","99878","695","695","695","","","","","",""
"2269884","","","","","","","101404","101404","101404","1165","1165","1165"
"2271182","","","","","","","101440","101423","101457","1298","1298","1298"
"2271204","99942","99942","99942","1028","1028","1028","","","","","",""
"2272269","100027","100027","100027","1065","1065","1065","","","","","",""
"2272423","","","","","","","101523","101523","101523","1241","1241","1241"
"2273602","","","","","","","101523","101485","101561","1179","1179","1179"
"2274575","","","","","","","101570","101570","101570","973","973","973"
"2274590","100125","100125","100125","1146","1146","1146","","","","","",""
"2276652","","","","","","","101649.5","101593","101706","898","898","898"
"2276986","100207","100187","100227","1208","1208","1208","","","","","",""
"2277737","","","","","","","101680","101680","101680","1085","1085","1085"
"2277990","100270","100270","100270","1004","1004","1004","","","","","",""
"2278723","100265","100265","100265","733","733","733","","","","","",""
"2279767","100342","100342","100342","1044","1044","1044","","","","","",""
"2280814","","","","","","","101825.5","101788","101863","1353","1353","1353"
"2281840","100429","100420","100438","852","852","852","","","","","",""
"2282783","100421","100421","100421","943","943","943","","","","","",""
"2283489","100508","100508","100508","706","706","706","","","","","",""
"2283528","","","","","","","101950.5","101892","102009","1365","1365","1365"
"2285620","100589","100576","100602","1171","1171","1171","","","","","",""
"2286158","","","","","","","102115","102115","102115","1386","1386","1386"
"2287194","","","","","","","102114.5","102082","102147","1036","1036","1036"
"2287241","100654","100654","100654","759","759","759","","","","","",""
"2288335","100718","100718","100718","1094","1094","1094","","","","","",""
"2288582","","","","","","","102097","102097","102097","1388","1388","1388"
"2290660","100816","100816","100816","1157","1157","1157","","","","","",""
"2291143","","","","","","","102200","102200","102200","1202","1202","1202"
"2291693","100820","100820","100820","1033","1033","1033","","","","","",""
"2292660","100903","100903","100903","967","967","967","","","","","",""
"2293559","","","","","","","102422","102422","102422","1397","1397","1397"
"2293780","100923.5","100898","100949","1120","1120","1120","","","","","",""
"2296315","101060","101060","101060","1160","1160","1160","","","","","",""
"2296536","","","","","","","102484","102484","102484","1443","1443","1443"
"2297692","","","","","","","102576","102576","102576","1156","1156","1156"
"2298372","101130","101130","101130","1010","1010","1010","","","","","",""
"2300060","","","","","","","102628","102628","102628","1054","1054","1054"
"2300516","101208","101208","101208","1044","1044","1044","","","","","",""
"2301754","101250","101209","101291","1238","1238","1238","","","","","",""
"2302486","","","","","","","102729","102729","102729","1172","1172","1172"
"2302970","101286","101286","101286","1216","1216","1216","","","","","",""
"2303964","","","","","","","102860","102860","102860","1478","1478","1478"
"2303990","101385","101385","101385","1020","1020","1020","","","","","",""
"2304986","101427","101427","101427","996","996","996","","","","","",""
"2306420","101451","101451","101451","1434","1434","1434","","","","","",""
"2306914","","","","","","","102953","102927","102979","1553","1553","1553"
"2308131","","","","","","","103017","103017","103017","1217","1217","1217"
"2308276","101568","101568","101568","997","997","997","","","","","",""
"2309272","","","","","","","103027","103027","103027","1141","1141","1141"
"2309301","101606","101606","101606","1025","1025","1025","","","","","",""
"2311538","","","","","","","103174","103174","103174","1039","1039","1039"
"2311579","101710","101710","101710","1159","1159","1159","","","","","",""
"2312500","","","","","","","103137","103137","103137","962","962","962"
"2313630","101762","101762","101762","1030","1030","1030","","","","","",""
"2313677","","","","","","","103278","103278","103278","1177","1177","1177"
"2314429","","","","","","","103235","103235","103235","752","752","752"
"2314773","101847","101847","101847","1143","1143","1143","","","","","",""
"2315609","","","","","","","103248","103248","103248","1180","1180","1180"
"2315822","101866.5","101840","101893","1049","1049","1049","","","","","",""
"2316825","","","","","","","103405","103405","103405","1216","1216","1216"
"2317037","101945","101945","101945","1215","1215","1215","","","","","",""
"2317574","","","","","","","103386","103344","103428","749","749","749"
"2317974","101983","101983","101983","937","937","937","","","","","",""
"2319168","102019.5","102004","102035","1194","1194","1194","","","","","",""
"2319886","102065","102065","102065","718","718","718","","","","","",""
"2321951","102082","102082","102082","1094","1094","1094","","","","","",""
"2323149","","","","","","","103615.5","103554","103677","1207","1207","1207"
"2323938","","","","","","","103703","103703","103703","789","789","789"
"2324054","102246","102246","102246","1029","1029","1029","","","","","",""
"2326110","102336","102336","102336","960","960","960","","","","","",""
"2326215","","","","","","","103776.5","103739","103814","1212","1212","1212"
"2327379","102386","102386","102386","1269","1269","1269","","","","","",""
"2327387","","","","","","","103786","103786","103786","1172","1172","1172"
"2328375","","","","","","","103797","103797","103797","988","988","988"
"2328400","102429","102429","102429","1021","1021","1021","","","","","",""
"2329530","","","","","","","103943","103943","103943","1155","1155","1155"
"2329563","102469","102469","102469","1163","1163","1163","","","","","",""
"2330710","","","","","","","103898","103898","103898","1180","1180","1180"
"2330714","102531","102531","102531","1151","1151","1151","","","","","",""
"2332938","102548","102548","102548","1174","1174","1174","","","","","",""
"2333119","","","","","","","104052","103999","104105","938","938","938"
"2334051","102638","102638","102638","1113","1113","1113","","","","","",""
"2334336","","","","","","","104143","104143","104143","1217","1217","1217"
"2335718","","","","","","","104212","104212","104212","1382","1382","1382"
"2336327","102771","102771","102771","1145","1145","1145","","","","","",""
"2336833","","","","","","","104218","104189","104247","1115","1115","1115"
"2337171","102717","102717","102717","844","844","844","","","","","",""
"2338199","","","","","","","104313","104313","104313","1366","1366","1366"
"2338302","102824.5","102793","102856","1131","1131","1131","","","","","",""
"2339401","102887","102870","102904","1099","1099","1099","","","","","",""
"2339551","","","","","","","104357","104357","104357","1352","1352","1352"
"2340617","102955","102955","102955","1216","1216","1216","","","","","",""
"2341496","102989","102989","102989","879","879","879","","","","","",""
"2342574","","","","","","","104487","104487","104487","1582","1582","1582"
"2343671","","","","","","","104488","104488","104488","1097","1097","1097"
"2343850","103058.5","103026","103091","1015","1015","1015","","","","","",""
"2344969","103121","103103","103139","1119","1119","1119","","","","","",""
"2345856","103104","103104","103104","887","887","887","","","","","",""
"2346119","","","","","","","104590","104590","104590","1119","1119","1119"
"2346897","103200.5","103181","103220","1041","1041","1041","","","","","",""
"2346955","","","","","","","104599","104599","104599","836","836","836"
"2347986","103267","103267","103267","1089","1089","1089","","","","","",""
"2348776","","","","","","","104693","104693","104693","1821","1821","1821"
"2349738","103345","103345","103345","931","931","931","","","","","",""
"2349835","","","","","","","104705","104705","104705","1059","1059","1059"
"2350763","103348","103348","103348","1025","1025","1025","","","","","",""
"2351130","","","","","","","104826","104795","104857","1295","1295","1295"
"2351834","103349","103349","103349","1071","1071","1071","","","","","",""
"2352211","","","","","","","104807","104807","104807","1081","1081","1081"
"2353070","103427","103427","103427","1236","1236","1236","","","","","",""
"2354268","103538","103538","103538","1198","1198","1198","","","","","",""
"2354660","","","","","","","104971","104938","105004","1133","1133","1133"
"2355568","103548.5","103504","103593","1300","1300","1300","","","","","",""
"2356103","","","","","","","105076","105076","105076","1443","1443","1443"
"2356965","103616.5","103582","103651","1397","1397","1397","","","","","",""
"2358787","","","","","","","105182","105182","105182","1393","1393","1393"
"2359196","103659","103659","103659","1068","1068","1068","","","","","",""
"2359852","","","","","","","105217","105217","105217","1065","1065","1065"
"2360314","103797","103797","103797","1118","1118","1118","","","","","",""
"2360960","","","","","","","105277","105277","105277","1108","1108","1108"
"2362426","103850.5","103815","103886","1199","1199","1199","","","","","",""
"2363330","","","","","","","105355","105332","105378","1282","1282","1282"
"2363850","103945","103945","103945","1424","1424","1424","","","","","",""
"2365030","103984.5","103972","103997","1180","1180","1180","","","","","",""
"2366050","104039","104039","104039","1020","1020","1020","","","","","",""
"2368299","104050","104050","104050","1178","1178","1178","","","","","",""
"2368600","","","","","","","105539","105539","105539","1407","1407","1407"
"2369625","","","","","","","105594.5","105551","105638","1025","1025","1025"
"2370537","","","","","","","105561","105561","105561","912","912","912"
"2370590","104205","104205","104205","1111","1111","1111","","","","","",""
"2372490","104298","104282","104314","748","748","748","","","","","",""
"2373166","","","","","","","105739","105739","105739","1300","1300","1300"
"2373792","104326","104283","104369","1302","1302","1302","","","","","",""
"2374882","104388","104361","104415","1090","1090","1090","","","","","",""
"2376005","","","","","","","105845","105845","105845","1405","1405","1405"
"2376045","104437","104437","104437","1163","1163","1163","","","","","",""
"2377295","","","","","","","105858","105858","105858","1290","1290","1290"
"2377344","104479.5","104438","104521","1299","1299","1299","","","","","",""
"2378335","","","","","","","105946","105946","105946","1040","1040","1040"
"2378459","104545.5","104522","104569","1115","1115","1115","","","","","",""
"2379346","","","","","","","105957","105957","105957","1011","1011","1011"
"2379644","104523","104523","104523","1185","1185","1185","","","","","",""
"2380745","","","","","","","106047","106047","106047","1399","1399","1399"
"2380778","104600","104600","104600","1134","1134","1134","","","","","",""
"2381897","","","","","","","106158","106158","106158","1152","1152","1152"
"2383226","104677","104677","104677","1230","1230","1230","","","","","",""
"2384486","","","","","","","106266","106266","106266","1160","1160","1160"
"2385414","","","","","","","106264","106206","106322","928","928","928"
"2386639","104875.5","104833","104918","1205","1205","1205","","","","","",""
"2387631","","","","","","","106416","106416","106416","1190","1190","1190"
"2387716","104964","104964","104964","1077","1077","1077","","","","","",""
"2388809","104999.5","104987","105012","1093","1093","1093","","","","","",""
"2388911","","","","","","","106457","106457","106457","1280","1280","1280"
"2389790","105019","104988","105050","981","981","981","","","","","",""
"2390314","","","","","","","106526","106526","106526","1403","1403","1403"
"2391484","105094.5","105065","105124","849","849","849","","","","","",""
"2391674","","","","","","","106498","106498","106498","1360","1360","1360"
"2392748","105164.5","105149","105180","1264","1264","1264","","","","","",""
"2393462","105210","105210","105210","714","714","714","","","","","",""
"2394089","","","","","","","106599","106599","106599","1452","1452","1452"
"2394400","105250","105250","105250","938","938","938","","","","","",""
"2396700","105347","105347","105347","1270","1270","1270","","","","","",""
"2397846","105390","105381","105399","1146","1146","1146","","","","","",""
"2397885","","","","","","","106849","106849","106849","1323","1323","1323"
"2398991","","","","","","","106843.5","106803","106884","1106","1106","1106"
"2399004","105449","105449","105449","1158","1158","1158","","","","","",""
"2400044","105459","105459","105459","1040","1040","1040","","","","","",""
"2400335","","","","","","","106953","106953","106953","1344","1344","1344"
"2402463","","","","","","","106916","106916","106916","1098","1098","1098"
"2403419","105626","105614","105638","1064","1064","1064","","","","","",""
"2404627","","","","","","","107015","107015","107015","1265","1265","1265"
"2406145","","","","","","","107146","107106","107186","1518","1518","1518"
"2406567","105731.5","105693","105770","899","899","899","","","","","",""
"2407481","105783","105783","105783","914","914","914","","","","","",""
"2408667","105784","105784","105784","1186","1186","1186","","","","","",""
"2408916","","","","","","","107311","107311","107311","1357","1357","1357"
"2410283","105893.5","105860","105927","1616","1616","1616","","","","","",""
"2411904","","","","","","","107355","107355","107355","1640","1640","1640"
"2412526","105938","105938","105938","1159","1159","1159","","","","","",""
"2412764","","","","","","","107480","107480","107480","860","860","860"
"2413620","106072","106072","106072","1094","1094","1094","","","","","",""
"2414869","106108.5","106093","106124","1249","1249","1249","","","","","",""
"2414922","","","","","","","107518.5","107463","107574","1445","1445","1445"
"2415786","106094","106094","106094","917","917","917","","","","","",""
"2416365","","","","","","","107618","107618","107618","1443","1443","1443"
"2417270","106225","106225","106225","1484","1484","1484","","","","","",""
"2417874","","","","","","","107644","107644","107644","1509","1509","1509"
"2418527","106281","106281","106281","1257","1257","1257","","","","","",""
"2419293","","","","","","","107696.5","107659","107734","1419","1419","1419"
"2419684","106288.5","106249","106328","1157","1157","1157","","","","","",""
"2420570","106366","106366","106366","886","886","886","","","","","",""
"2420613","","","","","","","107803","107803","107803","1320","1320","1320"
"2421457","","","","","","","107758","107758","107758","844","844","844"
"2421572","106403","106403","106403","1002","1002","1002","","","","","",""
"2422642","106433.5","106410","106457","1070","1070","1070","","","","","",""
"2422871","","","","","","","107849","107849","107849","1414","1414","1414"
"2423663","106501","106501","106501","1021","1021","1021","","","","","",""
"2425468","","","","","","","107984","107952","108016","1161","1161","1161"
"2425698","106537.5","106489","106586","1137","1137","1137","","","","","",""
"2426931","106602.5","106565","106640","1233","1233","1233","","","","","",""
"2427956","106684","106684","106684","1025","1025","1025","","","","","",""
"2428554","","","","","","","108098.5","108060","108137","1706","1706","1706"
"2429046","106687","106643","106731","1090","1090","1090","","","","","",""
"2430187","106721","106721","106721","1141","1141","1141","","","","","",""
"2431114","","","","","","","108203","108163","108243","1305","1305","1305"
"2431233","106797","106797","106797","1046","1046","1046","","","","","",""
"2432245","","","","","","","108302","108302","108302","1131","1131","1131"
"2432452","106837","106798","106876","1219","1219","1219","","","","","",""
"2433461","106918","106918","106918","1009","1009","1009","","","","","",""
"2433547","","","","","","","108343","108343","108343","1302","1302","1302"
"2434491","106957","106952","106962","1030","1030","1030","","","","","",""
"2434695","","","","","","","108371","108352","108390","1148","1148","1148"
"2435715","106953","106953","106953","1224","1224","1224","","","","","",""
"2437148","","","","","","","108465","108412","108518","1112","1112","1112"
"2437730","107070","107038","107102","896","896","896","","","","","",""
"2438629","","","","","","","108503","108503","108503","1481","1481","1481"
"2439470","","","","","","","108512","108512","108512","841","841","841"
"2440775","107192","107192","107192","928","928","928","","","","","",""
"2440803","","","","","","","108631","108602","108660","1333","1333","1333"
"2443155","","","","","","","108730","108702","108758","1165","1165","1165"
"2444480","","","","","","","108716","108716","108716","1325","1325","1325"
"2444679","107348","107348","107348","1163","1163","1163","","","","","",""
"2445362","","","","","","","108827","108802","108852","882","882","882"
"2446444","","","","","","","108814","108814","108814","1082","1082","1082"
"2446963","107494","107494","107494","1228","1228","1228","","","","","",""
"2447678","","","","","","","108925.5","108901","108950","1234","1234","1234"
"2448674","","","","","","","108947","108912","108982","996","996","996"
"2449134","107546.5","107503","107590","1274","1274","1274","","","","","",""
"2449663","","","","","","","108999","108999","108999","989","989","989"
"2450007","107628","107628","107628","873","873","873","","","","","",""
"2450893","107581","107581","107581","886","886","886","","","","","",""
"2452119","","","","","","","109153","109153","109153","1274","1274","1274"
"2453519","","","","","","","109156.5","109116","109197","1400","1400","1400"
"2453894","107748","107748","107748","1022","1022","1022","","","","","",""
"2455006","","","","","","","109238","109207","109269","1487","1487","1487"
"2455224","107749","107749","107749","1330","1330","1330","","","","","",""
"2457347","","","","","","","109336.5","109307","109366","1133","1133","1133"
"2457447","107944","107944","107944","1137","1137","1137","","","","","",""
"2459668","","","","","","","109435.5","109407","109464","1326","1326","1326"
"2459884","107982","107982","107982","1128","1128","1128","","","","","",""
"2462480","","","","","","","109589","109589","109589","1675","1675","1675"
"2463623","108207","108207","108207","1177","1177","1177","","","","","",""
"2463654","","","","","","","109556","109556","109556","1174","1174","1174"
"2464633","108231.5","108213","108250","1010","1010","1010","","","","","",""
"2465898","","","","","","","109688.5","109655","109722","1145","1145","1145"
"2465932","108306","108306","108306","1299","1299","1299","","","","","",""
"2467075","","","","","","","109726","109668","109784","1177","1177","1177"
"2467489","108336","108304","108368","1557","1557","1557","","","","","",""
"2468432","","","","","","","109828","109828","109828","1357","1357","1357"
"2469293","","","","","","","109822.5","109767","109878","861","861","861"
"2469869","108471","108471","108471","1311","1311","1311","","","","","",""
"2470534","","","","","","","109856","109856","109856","1241","1241","1241"
"2471038","108489.5","108458","108521","1169","1169","1169","","","","","",""
"2471655","","","","","","","109943","109943","109943","1121","1121","1121"
"2472152","108552","108535","108569","1114","1114","1114","","","","","",""
"2472747","","","","","","","109955","109955","109955","1092","1092","1092"
"2473072","108571.5","108536","108607","920","920","920","","","","","",""
"2474083","108631.5","108613","108650","1011","1011","1011","","","","","",""
"2475351","108706","108706","108706","1268","1268","1268","","","","","",""
"2477416","","","","","","","110224","110224","110224","1318","1318","1318"
"2477948","108815","108815","108815","1228","1228","1228","","","","","",""
"2479060","","","","","","","110173","110173","110173","1644","1644","1644"
"2480220","","","","","","","110337","110337","110337","1160","1160","1160"
"2481451","108951.5","108938","108965","1177","1177","1177","","","","","",""
"2482498","","","","","","","110431","110431","110431","1054","1054","1054"
"2483504","","","","","","","110491","110491","110491","1006","1006","1006"
"2484442","","","","","","","110520","110520","110520","938","938","938"
"2484806","109016","109016","109016","1342","1342","1342","","","","","",""
"2485307","","","","","","","110549","110549","110549","865","865","865"
"2485918","109156","109156","109156","1112","1112","1112","","","","","",""
"2486520","","","","","","","110556","110556","110556","1213","1213","1213"
"2487995","","","","","","","110571","110571","110571","1475","1475","1475"
"2488943","109248","109248","109248","986","986","986","","","","","",""
"2489334","","","","","","","110699.5","110662","110737","1339","1339","1339"
"2489905","109249","109249","109249","962","962","962","","","","","",""
"2490664","","","","","","","110708","110708","110708","1330","1330","1330"
"2490945","109326","109326","109326","1040","1040","1040","","","","","",""
"2491689","","","","","","","110834","110834","110834","1025","1025","1025"
"2491814","109411","109411","109411","869","869","869","","","","","",""
"2493962","","","","","","","110819","110819","110819","1037","1037","1037"
"2494173","109509","109509","109509","1201","1201","1201","","","","","",""
"2494903","","","","","","","110905","110905","110905","941","941","941"
"2494981","109482","109482","109482","808","808","808","","","","","",""
"2496039","","","","","","","111024","111024","111024","1136","1136","1136"
"2497148","","","","","","","111004","111004","111004","1109","1109","1109"
"2497526","109577","109577","109577","1208","1208","1208","","","","","",""
"2498702","109704","109704","109704","1176","1176","1176","","","","","",""
"2499898","","","","","","","111167","111167","111167","1373","1373","1373"
"2500066","109760","109760","109760","1364","1364","1364","","","","","",""
"2501180","","","","","","","111233","111233","111233","1282","1282","1282"
"2502389","","","","","","","111271","111271","111271","1209","1209","1209"
"2504563","","","","","","","111310","111310","111310","999","999","999"
"2504962","109928","109887","109969","1515","1515","1515","","","","","",""
"2505534","","","","","","","111436","111436","111436","971","971","971"
"2505819","110007","110007","110007","857","857","857","","","","","",""
