"global_step","rainbow_dqn_sweep_config4 - _step","rainbow_dqn_sweep_config4 - _step__MIN","rainbow_dqn_sweep_config4 - _step__MAX","rainbow_dqn_sweep_config4 - charts/episodic_return","rainbow_dqn_sweep_config4 - charts/episodic_return__MIN","rainbow_dqn_sweep_config4 - charts/episodic_return__MAX","rainbow_dqn_sweep_config3 - _step","rainbow_dqn_sweep_config3 - _step__MIN","rainbow_dqn_sweep_config3 - _step__MAX","rainbow_dqn_sweep_config3 - charts/episodic_return","rainbow_dqn_sweep_config3 - charts/episodic_return__MIN","rainbow_dqn_sweep_config3 - charts/episodic_return__MAX","rainbow_dqn_sweep_config2 - _step","rainbow_dqn_sweep_config2 - _step__MIN","rainbow_dqn_sweep_config2 - _step__MAX","rainbow_dqn_sweep_config2 - charts/episodic_return","rainbow_dqn_sweep_config2 - charts/episodic_return__MIN","rainbow_dqn_sweep_config2 - charts/episodic_return__MAX","rainbow_dqn_sweep_config1 - _step","rainbow_dqn_sweep_config1 - _step__MIN","rainbow_dqn_sweep_config1 - _step__MAX","rainbow_dqn_sweep_config1 - charts/episodic_return","rainbow_dqn_sweep_config1 - charts/episodic_return__MIN","rainbow_dqn_sweep_config1 - charts/episodic_return__MAX","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_return","Rainbow DQN - charts/episodic_return__MIN","Rainbow DQN - charts/episodic_return__MAX"
"2936206","124660.5","124643","124678","8","8","8","","","","","","","","","","","","","","","","","","","","","","","",""
"2936349","","","","","","","126300","126289","126311","6","6","6","","","","","","","","","","","","","","","","","",""
"2936436","","","","","","","","","","","","","128557","128538","128576","1","1","1","","","","","","","","","","","",""
"2937350","124698.5","124673","124724","8","8","8","","","","","","","","","","","","","","","","","","","","","","","",""
"2937424","","","","","","","126290","126290","126290","7","7","7","","","","","","","","","","","","","","","","","",""
"2937934","","","","","","","","","","","","","128627.5","128615","128640","-4","-4","-4","","","","","","","","","","","",""
"2938382","","","","","","","126381.5","126366","126397","-6","-6","-6","","","","","","","","","","","","","","","","","",""
"2938411","","","","","","","","","","","","","","","","","","","","","","","","","128407","128407","128407","5","5","5"
"2938487","124760.5","124749","124772","8","8","8","","","","","","","","","","","","","","","","","","","","","","","",""
"2939063","","","","","","","","","","","","","128651","128616","128686","3","3","3","","","","","","","","","","","",""
"2939617","","","","","","","126452","126452","126452","5","5","5","","","","","","","","","","","","","","","","","",""
"2939628","124750","124750","124750","5","5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"2940247","","","","","","","","","","","","","128715","128693","128737","3","3","3","","","","","","","","","","","",""
"2940337","","","","","","","126463","126444","126482","15","15","15","","","","","","","","","","","","","","","","","",""
"2940642","124846.5","124827","124866","11","11","11","","","","","","","","","","","","","","","","","","","","","","","",""
"2941169","","","","","","","","","","","","","","","","","","","","","","","","","128510","128498","128522","4","4","4"
"2941216","","","","","","","","","","","","","128775.5","128770","128781","-10","-10","-10","","","","","","","","","","","",""
"2941616","","","","","","","126529.5","126521","126538","-1","-1","-1","","","","","","","","","","","","","","","","","",""
"2941762","124913","124913","124913","11","11","11","","","","","","","","","","","","","","","","","","","","","","","",""
"2942430","","","","","","","","","","","","","128801","128771","128831","2","2","2","","","","","","","","","","","",""
"2942593","","","","","","","126576","126576","126576","7","7","7","","","","","","","","","","","","","","","","","",""
"2942831","124932","124905","124959","-6","-6","-6","","","","","","","","","","","","","","","","","","","","","","","",""
"2943418","","","","","","","","","","","","","128861.5","128848","128875","10","10","10","","","","","","","","","","","",""
"2943758","","","","","","","","","","","","","","","","","","","","","","","","","128631","128631","128631","-2","-2","-2"
"2943817","","","","","","","126623","126614","126632","-2","-2","-2","","","","","","","","","","","","","","","","","",""
"2944083","125011","125011","125011","7","7","7","","","","","","","","","","","","","","","","","","","","","","","",""
"2944362","","","","","","","","","","","","","128881","128849","128913","-4","-4","-4","","","","","","","","","","","",""
"2944908","","","","","","","126615","126615","126615","3","3","3","","","","","","","","","","","","","","","","","",""
"2945434","","","","","","","","","","","","","128943.5","128926","128961","-7","-7","-7","","","","","","","","","","","",""
"2945886","","","","","","","126704.5","126691","126718","5","5","5","","","","","","","","","","","","","","","","","",""
"2946408","","","","","","","","","","","","","128965","128927","129003","-9","-9","-9","","","","","","","","","","","",""
"2946424","","","","","","","","","","","","","","","","","","","","","","","","","128730","128730","128730","2","2","2"
"2946665","125090","125060","125120","9","9","9","","","","","","","","","","","","","","","","","","","","","","","",""
"2946681","","","","","","","126722","126692","126752","12","12","12","","","","","","","","","","","","","","","","","",""
"2947491","","","","","","","","","","","","","","","","","","","","","","","","","128759.5","128731","128788","3","3","3"
"2947663","125164","125164","125164","5","5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"2947679","","","","","","","","","","","","","129048","129041","129055","5","5","5","","","","","","","","","","","",""
"2948574","","","","","","","","","","","","","","","","","","","","","","","","","128808","128808","128808","6","6","6"
"2948731","","","","","","","","","","","","","129071.5","129042","129101","-3","-3","-3","","","","","","","","","","","",""
"2948761","125210","125210","125210","8","8","8","","","","","","","","","","","","","","","","","","","","","","","",""
"2949595","","","","","","","","","","","","","129127.5","129118","129137","-11","-11","-11","","","","","","","","","","","",""
"2950005","","","","","","","126872","126847","126897","-2","-2","-2","","","","","","","","","","","","","","","","","",""
"2950037","125266","125266","125266","2","2","2","","","","","","","","","","","","","","","","","","","","","","","",""
"2950944","","","","","","","126930","126924","126936","-8","-8","-8","","","","","","","","","","","","","","","","","",""
"2951002","","","","","","","","","","","","","129160","129119","129201","-3","-3","-3","","","","","","","","","","","",""
"2951080","125276.5","125245","125308","10","10","10","","","","","","","","","","","","","","","","","","","","","","","",""
"2951410","","","","","","","","","","","","","","","","","","","","","","","","","128886","128886","128886","1","1","1"
"2951967","","","","","","","","","","","","","129217.5","129196","129239","11","11","11","","","","","","","","","","","",""
"2952093","125321","125321","125321","13","13","13","","","","","","","","","","","","","","","","","","","","","","","",""
"2952108","","","","","","","126964.5","126942","126987","-3","-3","-3","","","","","","","","","","","","","","","","","",""
"2952982","","","","","","","","","","","","","129239.5","129197","129282","-6","-6","-6","","","","","","","","","","","",""
"2953464","125322","125322","125322","-3","-3","-3","","","","","","","","","","","","","","","","","","","","","","","",""
"2953739","","","","","","","","","","","","","129295","129274","129316","-8","-8","-8","","","","","","","","","","","",""
"2954109","","","","","","","127046.5","127020","127073","-9","-9","-9","","","","","","","","","","","","","","","","","",""
"2954607","125399","125399","125399","6","6","6","","","","","","","","","","","","","","","","","","","","","","","",""
"2954900","","","","","","","","","","","","","","","","","","","","","","","","","129102","129102","129102","6","6","6"
"2955055","","","","","","","","","","","","","129361.5","129351","129372","3","3","3","","","","","","","","","","","",""
"2955714","125476","125476","125476","-1","-1","-1","","","","","","","","","","","","","","","","","","","","","","","",""
"2955971","","","","","","","127151","127151","127151","-6","-6","-6","","","","","","","","","","","","","","","","","",""
"2955972","","","","","","","","","","","","","","","","","","","","","","","","","129131","129131","129131","6","6","6"
"2955984","","","","","","","","","","","","","129381","129352","129410","10","10","10","","","","","","","","","","","",""
"2957056","","","","","","","127174","127174","127174","8","8","8","","","","","","","","","","","","","","","","","",""
"2957111","","","","","","","","","","","","","129445.5","129429","129462","1","1","1","","","","","","","","","","","",""
"2957163","125568","125568","125568","3","3","3","","","","","","","","","","","","","","","","","","","","","","","",""
"2957293","","","","","","","","","","","","","","","","","","","","","","","","","129132","129132","129132","-3","-3","-3"
"2957874","","","","","","","","","","","","","129461","129430","129492","-14","-14","-14","","","","","","","","","","","",""
"2958074","","","","","","","127208","127175","127241","11","11","11","","","","","","","","","","","","","","","","","",""
"2958325","","","","","","","","","","","","","","","","","","","","","","","","","129209","129209","129209","8","8","8"
"2958357","125555","125555","125555","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"2959088","","","","","","","","","","","","","129525","129507","129543","-1","-1","-1","","","","","","","","","","","",""
"2959290","","","","","","","127280","127267","127293","2","2","2","","","","","","","","","","","","","","","","","",""
"2959380","125646.5","125631","125662","12","12","12","","","","","","","","","","","","","","","","","","","","","","","",""
"2959440","","","","","","","","","","","","","","","","","","","","","","","","","129254.5","129210","129299","4","4","4"
"2960200","","","","","","","","","","","","","129587.5","129584","129591","2","2","2","","","","","","","","","","","",""
"2960549","125672.5","125632","125713","7","7","7","","","","","","","","","","","","","","","","","","","","","","","",""
"2960998","","","","","","","","","","","","","129605","129585","129625","-10","-10","-10","","","","","","","","","","","",""
"2961345","","","","","","","127363.5","127344","127383","-5","-5","-5","","","","","","","","","","","","","","","","","",""
"2961893","125738.5","125710","125767","3","3","3","","","","","","","","","","","","","","","","","","","","","","","",""
"2962231","","","","","","","","","","","","","129671","129662","129680","-4","-4","-4","","","","","","","","","","","",""
"2962430","","","","","","","127387.5","127345","127430","11","11","11","","","","","","","","","","","","","","","","","",""
"2963046","","","","","","","","","","","","","","","","","","","","","","","","","129365","129365","129365","10","10","10"
"2963088","125802.5","125786","125819","11","11","11","","","","","","","","","","","","","","","","","","","","","","","",""
"2963209","","","","","","","127422","127422","127422","-13","-13","-13","","","","","","","","","","","","","","","","","",""
"2963398","","","","","","","","","","","","","129711","129694","129728","-1","-1","-1","","","","","","","","","","","",""
"2963911","","","","","","","","","","","","","","","","","","","","","","","","","129442","129442","129442","-6","-6","-6"
"2964148","","","","","","","127501.5","127499","127504","-5","-5","-5","","","","","","","","","","","","","","","","","",""
"2964437","125847","125817","125877","8","8","8","","","","","","","","","","","","","","","","","","","","","","","",""
"2964485","","","","","","","","","","","","","129735","129695","129775","1","1","1","","","","","","","","","","","",""
"2964821","","","","","","","","","","","","","","","","","","","","","","","","","129530","129530","129530","-9","-9","-9"
"2965395","","","","","","","127500","127500","127500","-12","-12","-12","","","","","","","","","","","","","","","","","",""
"2965533","125909","125893","125925","7","7","7","","","","","","","","","","","","","","","","","","","","","","","",""
"2965786","","","","","","","","","","","","","129800.5","129772","129829","3","3","3","","","","","","","","","","","",""
"2965915","","","","","","","","","","","","","","","","","","","","","","","","","129576","129576","129576","5","5","5"
"2966388","125926.5","125894","125959","-15","-15","-15","","","","","","","","","","","","","","","","","","","","","","","",""
"2966519","","","","","","","127599","127592","127606","3","3","3","","","","","","","","","","","","","","","","","",""
"2966987","","","","","","","","","","","","","129864.5","129848","129881","-3","-3","-3","","","","","","","","","","","",""
"2967321","125987","125971","126003","-7","-7","-7","","","","","","","","","","","","","","","","","","","","","","","",""
"2967758","","","","","","","127656","127656","127656","-4","-4","-4","","","","","","","","","","","","","","","","","",""
"2968030","","","","","","","","","","","","","129889","129849","129929","-9","-9","-9","","","","","","","","","","","",""
"2968587","","","","","","","127680.5","127669","127692","12","12","12","","","","","","","","","","","","","","","","","",""
"2968976","","","","","","","","","","","","","129947","129927","129967","10","10","10","","","","","","","","","","","",""
"2969500","126070.5","126049","126092","14","14","14","","","","","","","","","","","","","","","","","","","","","","","",""
"2969624","","","","","","","","","","","","","","","","","","","","","","","","","129692","129692","129692","-6","-6","-6"
"2969707","","","","","","","127706","127670","127742","6","6","6","","","","","","","","","","","","","","","","","",""
"2970211","","","","","","","","","","","","","129975","129928","130022","-1","-1","-1","","","","","","","","","","","",""
"2970564","","","","","","","127762","127747","127777","7","7","7","","","","","","","","","","","","","","","","","",""
"2970595","","","","","","","","","","","","","","","","","","","","","","","","","129733","129693","129773","-10","-10","-10"
"2970598","126140","126140","126140","8","8","8","","","","","","","","","","","","","","","","","","","","","","","",""
"2971361","","","","","","","","","","","","","130036.5","130005","130068","9","9","9","","","","","","","","","","","",""
"2971545","","","","","","","","","","","","","","","","","","","","","","","","","129815","129815","129815","-11","-11","-11"
"2971926","","","","","","","","","","","","","130088.5","130081","130096","-13","-13","-13","","","","","","","","","","","",""
"2971933","126162.5","126127","126198","-1","-1","-1","","","","","","","","","","","","","","","","","","","","","","","",""
"2972006","","","","","","","127824","127824","127824","2","2","2","","","","","","","","","","","","","","","","","",""
"2972992","","","","","","","","","","","","","130110","130082","130138","-3","-3","-3","","","","","","","","","","","",""
"2972999","","","","","","","","","","","","","","","","","","","","","","","","","129846","129846","129846","3","3","3"
"2973146","126204","126204","126204","6","6","6","","","","","","","","","","","","","","","","","","","","","","","",""
"2973218","","","","","","","127891","127891","127891","7","7","7","","","","","","","","","","","","","","","","","",""
"2973856","","","","","","","","","","","","","","","","","","","","","","","","","129880","129847","129913","8","8","8"
"2974070","","","","","","","","","","","","","130172.5","130159","130186","-1","-1","-1","","","","","","","","","","","",""
"2974207","126289","126281","126297","10","10","10","","","","","","","","","","","","","","","","","","","","","","","",""
"2974299","","","","","","","127917","127917","127917","3","3","3","","","","","","","","","","","","","","","","","",""
"2974940","","","","","","","","","","","","","130192","130160","130224","-6","-6","-6","","","","","","","","","","","",""
"2975499","","","","","","","","","","","","","","","","","","","","","","","","","129980","129980","129980","2","2","2"
"2975758","","","","","","","127918","127918","127918","2","2","2","","","","","","","","","","","","","","","","","",""
"2976093","","","","","","","","","","","","","130254","130237","130271","4","4","4","","","","","","","","","","","",""
"2976584","126377","126359","126395","5","5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"2976733","","","","","","","","","","","","","","","","","","","","","","","","","130019","130002","130036","-6","-6","-6"
"2976963","","","","","","","128021.5","127995","128048","-1","-1","-1","","","","","","","","","","","","","","","","","",""
"2977278","","","","","","","","","","","","","130318","130314","130322","-6","-6","-6","","","","","","","","","","","",""
"2978144","","","","","","","128071","128071","128071","4","4","4","","","","","","","","","","","","","","","","","",""
"2978358","","","","","","","","","","","","","130359","130348","130370","6","6","6","","","","","","","","","","","",""
"2979015","126500","126500","126500","12","12","12","","","","","","","","","","","","","","","","","","","","","","","",""
"2979086","","","","","","","128105","128072","128138","8","8","8","","","","","","","","","","","","","","","","","",""
"2979259","","","","","","","","","","","","","","","","","","","","","","","","","130141","130141","130141","4","4","4"
"2979411","","","","","","","","","","","","","130382.5","130349","130416","-1","-1","-1","","","","","","","","","","","",""
"2980031","","","","","","","128165.5","128149","128182","7","7","7","","","","","","","","","","","","","","","","","",""
"2980307","126556","126556","126556","-1","-1","-1","","","","","","","","","","","","","","","","","","","","","","","",""
"2980397","","","","","","","","","","","","","","","","","","","","","","","","","130189","130189","130189","-7","-7","-7"
"2980621","","","","","","","","","","","","","130446.5","130425","130468","-4","-4","-4","","","","","","","","","","","",""
"2980902","","","","","","","128185","128150","128220","11","11","11","","","","","","","","","","","","","","","","","",""
"2981666","126577","126544","126610","5","5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"2981691","","","","","","","","","","","","","130468.5","130426","130511","-6","-6","-6","","","","","","","","","","","",""
"2981788","","","","","","","128246","128246","128246","9","9","9","","","","","","","","","","","","","","","","","",""
"2982815","","","","","","","","","","","","","","","","","","","","","","","","","130235","130235","130235","3","3","3"
"2982817","","","","","","","128274.5","128247","128302","5","5","5","","","","","","","","","","","","","","","","","",""
"2982820","126641","126621","126661","-1","-1","-1","","","","","","","","","","","","","","","","","","","","","","","",""
"2983059","","","","","","","","","","","","","130536","130503","130569","-1","-1","-1","","","","","","","","","","","",""
"2983924","","","","","","","128336.5","128323","128350","2","2","2","","","","","","","","","","","","","","","","","",""
"2983967","","","","","","","","","","","","","","","","","","","","","","","","","130324","130324","130324","9","9","9"
"2984021","","","","","","","","","","","","","130596.5","130580","130613","8","8","8","","","","","","","","","","","",""
"2984259","126699","126699","126699","3","3","3","","","","","","","","","","","","","","","","","","","","","","","",""
"2984983","","","","","","","","","","","","","","","","","","","","","","","","","130354.5","130325","130384","7","7","7"
"2985129","","","","","","","","","","","","","130621","130581","130661","-1","-1","-1","","","","","","","","","","","",""
"2985321","","","","","","","128409","128409","128409","-1","-1","-1","","","","","","","","","","","","","","","","","",""
"2985370","126700","126700","126700","5","5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"2985879","","","","","","","","","","","","","","","","","","","","","","","","","130424","130424","130424","7","7","7"
"2986124","","","","","","","","","","","","","130681","130659","130703","-6","-6","-6","","","","","","","","","","","",""
"2986364","126776","126776","126776","12","12","12","","","","","","","","","","","","","","","","","","","","","","","",""
"2986727","","","","","","","128434","128401","128467","2","2","2","","","","","","","","","","","","","","","","","",""
"2986837","","","","","","","","","","","","","","","","","","","","","","","","","130466","130466","130466","12","12","12"
"2987064","","","","","","","","","","","","","130701","130660","130742","-7","-7","-7","","","","","","","","","","","",""
"2987419","126818","126777","126859","12","12","12","","","","","","","","","","","","","","","","","","","","","","","",""
"2987607","","","","","","","128492.5","128478","128507","12","12","12","","","","","","","","","","","","","","","","","",""
"2988009","","","","","","","","","","","","","","","","","","","","","","","","","130479","130479","130479","-6","-6","-6"
"2988361","","","","","","","","","","","","","130766","130736","130796","-4","-4","-4","","","","","","","","","","","",""
"2988561","","","","","","","128512","128479","128545","4","4","4","","","","","","","","","","","","","","","","","",""
"2988709","126855","126855","126855","2","2","2","","","","","","","","","","","","","","","","","","","","","","","",""
"2989147","","","","","","","","","","","","","","","","","","","","","","","","","130480","130480","130480","-2","-2","-2"
"2989361","","","","","","","128576","128571","128581","17","17","17","","","","","","","","","","","","","","","","","",""
"2989674","","","","","","","","","","","","","130832.5","130813","130852","8","8","8","","","","","","","","","","","",""
"2989685","126903.5","126856","126951","6","6","6","","","","","","","","","","","","","","","","","","","","","","","",""
"2990322","","","","","","","128597.5","128572","128623","6","6","6","","","","","","","","","","","","","","","","","",""
"2990596","","","","","","","","","","","","","","","","","","","","","","","","","130590","130557","130623","-4","-4","-4"
"2990971","","","","","","","","","","","","","130860.5","130814","130907","1","1","1","","","","","","","","","","","",""
"2991560","","","","","","","128675","128675","128675","5","5","5","","","","","","","","","","","","","","","","","",""
"2991657","","","","","","","","","","","","","","","","","","","","","","","","","130634","130634","130634","-3","-3","-3"
"2991741","127041","127041","127041","8","8","8","","","","","","","","","","","","","","","","","","","","","","","",""
"2992059","","","","","","","","","","","","","130922","130891","130953","4","4","4","","","","","","","","","","","",""
"2992657","127061.5","127042","127081","11","11","11","","","","","","","","","","","","","","","","","","","","","","","",""
"2992705","","","","","","","128649","128649","128649","4","4","4","","","","","","","","","","","","","","","","","",""
"2993074","","","","","","","","","","","","","","","","","","","","","","","","","130635","130635","130635","3","3","3"
"2993212","","","","","","","","","","","","","130999.5","130994","131005","-6","-6","-6","","","","","","","","","","","",""
"2993687","","","","","","","128745","128726","128764","-1","-1","-1","","","","","","","","","","","","","","","","","",""
"2993967","127043","127043","127043","-1","-1","-1","","","","","","","","","","","","","","","","","","","","","","","",""
"2994032","","","","","","","","","","","","","","","","","","","","","","","","","130773","130773","130773","9","9","9"
"2994333","","","","","","","","","","","","","131023","130995","131051","7","7","7","","","","","","","","","","","",""
"2994984","","","","","","","","","","","","","","","","","","","","","","","","","130762.5","130713","130812","-12","-12","-12"
"2995047","127182","127182","127182","13","13","13","","","","","","","","","","","","","","","","","","","","","","","",""
"2995460","","","","","","","","","","","","","131085","131071","131099","-4","-4","-4","","","","","","","","","","","",""
"2995775","","","","","","","128804","128804","128804","-6","-6","-6","","","","","","","","","","","","","","","","","",""
"2995965","127222","127222","127222","12","12","12","","","","","","","","","","","","","","","","","","","","","","","",""
"2996214","","","","","","","","","","","","","","","","","","","","","","","","","130790","130790","130790","12","12","12"
"2996706","","","","","","","","","","","","","131113","131072","131154","3","3","3","","","","","","","","","","","",""
"2996904","","","","","","","128901","128896","128906","-2","-2","-2","","","","","","","","","","","","","","","","","",""
"2997274","127277","127277","127277","-1","-1","-1","","","","","","","","","","","","","","","","","","","","","","","",""
"2997324","","","","","","","","","","","","","","","","","","","","","","","","","130890","130867","130913","-6","-6","-6"
"2997837","","","","","","","","","","","","","131175","131150","131200","3","3","3","","","","","","","","","","","",""
"2997871","","","","","","","128897","128897","128897","13","13","13","","","","","","","","","","","","","","","","","",""
"2998239","","","","","","","","","","","","","","","","","","","","","","","","","130944","130944","130944","11","11","11"
"2998322","127323","127323","127323","5","5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"2998844","","","","","","","128980.5","128973","128988","8","8","8","","","","","","","","","","","","","","","","","",""
"2998979","","","","","","","","","","","","","131237","131226","131248","1","1","1","","","","","","","","","","","",""
"2999295","127357.5","127352","127363","12","12","12","","","","","","","","","","","","","","","","","","","","","","","",""
"2999677","","","","","","","","","","","","","","","","","","","","","","","","","130974","130974","130974","-3","-3","-3"
"2999911","","","","","","","129004","128974","129034","-3","-3","-3","","","","","","","","","","","","","","","","","",""
"3000191","","","","","","","","","","","","","131262.5","131227","131298","-6","-6","-6","","","","","","","","","","","",""
"3000343","127353","127353","127353","9","9","9","","","","","","","","","","","","","","","","","","","","","","","",""
"3000887","","","","","","","129074","129074","129074","6","6","6","","","","","","","","","","","","","","","","","",""
"3000913","","","","","","","","","","","","","","","","","","","","","","","","","131059","131051","131067","2","2","2"
"3001053","","","","","","","","","","","","","131321","131304","131338","10","10","10","","","","","","","","","","","",""
"3001185","127430","127430","127430","11","11","11","","","","","","","","","","","","","","","","","","","","","","","",""
"3001766","","","","","","","","","","","","","","","","","","","","","","","","","131076.5","131052","131101","-9","-9","-9"
"3002218","","","","","","","129092.5","129052","129133","-6","-6","-6","","","","","","","","","","","","","","","","","",""
"3002383","","","","","","","","","","","","","131349","131305","131393","3","3","3","","","","","","","","","","","",""
"3002443","127431","127431","127431","-2","-2","-2","","","","","","","","","","","","","","","","","","","","","","","",""
"3002842","","","","","","","","","","","","","","","","","","","","","","","","","131128","131128","131128","-5","-5","-5"
"3003055","","","","","","","","","","","","","131402.5","131382","131423","-13","-13","-13","","","","","","","","","","","",""
"3003472","","","","","","","129156","129129","129183","-5","-5","-5","","","","","","","","","","","","","","","","","",""
"3003604","127551","127551","127551","5","5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"3004142","","","","","","","","","","","","","131465","131459","131471","-1","-1","-1","","","","","","","","","","","",""
"3004538","127565.5","127542","127589","9","9","9","","","","","","","","","","","","","","","","","","","","","","","",""
"3004858","","","","","","","129232","129221","129243","-2","-2","-2","","","","","","","","","","","","","","","","","",""
"3005151","","","","","","","","","","","","","","","","","","","","","","","","","131246","131246","131246","-4","-4","-4"
"3005308","","","","","","","","","","","","","131490.5","131460","131521","1","1","1","","","","","","","","","","","",""
"3005693","127618","127618","127618","5","5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"3005932","","","","","","","129255.5","129222","129289","-3","-3","-3","","","","","","","","","","","","","","","","","",""
"3006337","","","","","","","","","","","","","131551","131537","131565","-6","-6","-6","","","","","","","","","","","",""
"3006624","","","","","","","","","","","","","","","","","","","","","","","","","131297","131284","131310","-4","-4","-4"
"3006669","127649","127619","127679","10","10","10","","","","","","","","","","","","","","","","","","","","","","","",""
"3006897","","","","","","","129313.5","129298","129329","-4","-4","-4","","","","","","","","","","","","","","","","","",""
"3007528","","","","","","","","","","","","","131576.5","131538","131615","1","1","1","","","","","","","","","","","",""
"3007653","","","","","","","","","","","","","","","","","","","","","","","","","131285","131285","131285","6","6","6"
"3008035","","","","","","","129380","129380","129380","-6","-6","-6","","","","","","","","","","","","","","","","","",""
"3008483","","","","","","","","","","","","","131652","131649","131655","-8","-8","-8","","","","","","","","","","","",""
"3008835","127773","127773","127773","5","5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"3008864","","","","","","","","","","","","","","","","","","","","","","","","","131361","131361","131361","9","9","9"
"3009210","","","","","","","129430","129430","129430","3","3","3","","","","","","","","","","","","","","","","","",""
"3009717","","","","","","","","","","","","","131679.5","131650","131709","-3","-3","-3","","","","","","","","","","","",""
"3010013","127774","127774","127774","5","5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"3010017","","","","","","","","","","","","","","","","","","","","","","","","","131362","131362","131362","-8","-8","-8"
"3010235","","","","","","","129474","129474","129474","-4","-4","-4","","","","","","","","","","","","","","","","","",""
"3010657","","","","","","","","","","","","","131737.5","131726","131749","-6","-6","-6","","","","","","","","","","","",""
"3010692","","","","","","","","","","","","","","","","","","","","","","","","","131482","131482","131482","-17","-17","-17"
"3011379","","","","","","","129487","129454","129520","6","6","6","","","","","","","","","","","","","","","","","",""
"3011719","","","","","","","","","","","","","131761","131727","131795","7","7","7","","","","","","","","","","","",""
"3012004","","","","","","","","","","","","","","","","","","","","","","","","","131491","131441","131541","4","4","4"
"3012488","127889","127852","127926","-1","-1","-1","","","","","","","","","","","","","","","","","","","","","","","",""
"3012508","","","","","","","129559","129546","129572","-4","-4","-4","","","","","","","","","","","","","","","","","",""
"3012847","","","","","","","","","","","","","131823.5","131804","131843","-7","-7","-7","","","","","","","","","","","",""
"3013376","127965","127965","127965","14","14","14","","","","","","","","","","","","","","","","","","","","","","","",""
"3013447","","","","","","","129578.5","129547","129610","-4","-4","-4","","","","","","","","","","","","","","","","","",""
"3013695","","","","","","","","","","","","","131841","131805","131877","-8","-8","-8","","","","","","","","","","","",""
"3013832","","","","","","","","","","","","","","","","","","","","","","","","","131618","131618","131618","10","10","10"
"3014552","128017","128017","128017","3","3","3","","","","","","","","","","","","","","","","","","","","","","","",""
"3014650","","","","","","","129662","129662","129662","2","2","2","","","","","","","","","","","","","","","","","",""
"3014691","","","","","","","","","","","","","131901.5","131882","131921","2","2","2","","","","","","","","","","","",""
"3015076","","","","","","","","","","","","","","","","","","","","","","","","","131669","131669","131669","-3","-3","-3"
"3015697","","","","","","","","","","","","","131923.5","131883","131964","-4","-4","-4","","","","","","","","","","","",""
"3015854","","","","","","","129713","129713","129713","1","1","1","","","","","","","","","","","","","","","","","",""
"3015875","128039","128007","128071","5","5","5","","","","","","","","","","","","","","","","","","","","","","","",""
"3016392","","","","","","","","","","","","","","","","","","","","","","","","","131725","131725","131725","-1","-1","-1"
"3016777","","","","","","","","","","","","","131985","131960","132010","-8","-8","-8","","","","","","","","","","","",""
"3016924","","","","","","","129730","129701","129759","-4","-4","-4","","","","","","","","","","","","","","","","","",""
"3017215","128107.5","128084","128131","-1","-1","-1","","","","","","","","","","","","","","","","","","","","","","","",""
"3017640","","","","","","","","","","","","","","","","","","","","","","","","","131741","131702","131780","-8","-8","-8"
"3018063","","","","","","","","","","","","","132051.5","132037","132066","4","4","4","","","","","","","","","","","",""
"3018252","128173","128173","128173","14","14","14","","","","","","","","","","","","","","","","","","","","","","","",""
"3018977","","","","","","","129812","129779","129845","-4","-4","-4","","","","","","","","","","","","","","","","","",""
"3019109","","","","","","","","","","","","","132075","132038","132112","7","7","7","","","","","","","","","","","",""
"3019355","128209","128197","128221","4","4","4","","","","","","","","","","","","","","","","","","","","","","","",""
"3019966","","","","","","","","","","","","","","","","","","","","","","","","","131867","131856","131878","-11","-11","-11"
"3020142","","","","","","","","","","","","","132135.5","132115","132156","-3","-3","-3","","","","","","","","","","","",""
"3020279","128259","128259","128259","14","14","14","","","","","","","","","","","","","","","","","","","","","","","",""
"3020305","","","","","","","129889.5","129875","129904","4","4","4","","","","","","","","","","","","","","","","","",""
"3020932","","","","","","","","","","","","","132153","132116","132190","-10","-10","-10","","","","","","","","","","","",""
"3021116","128287","128275","128299","14","14","14","","","","","","","","","","","","","","","","","","","","","","","",""
"3021170","","","","","","","","","","","","","","","","","","","","","","","","","131892.5","131857","131928","-4","-4","-4"
"3021688","","","","","","","129956","129952","129960","-2","-2","-2","","","","","","","","","","","","","","","","","",""
"3022075","","","","","","","","","","","","","132215","132193","132237","-3","-3","-3","","","","","","","","","","","",""
"3022099","128276","128276","128276","11","11","11","","","","","","","","","","","","","","","","","","","","","","","",""
"3022620","","","","","","","","","","","","","","","","","","","","","","","","","131934","131934","131934","2","2","2"
"3022860","","","","","","","129981.5","129953","130010","3","3","3","","","","","","","","","","","","","","","","","",""
"3023064","","","","","","","","","","","","","132275","132270","132280","-5","-5","-5","","","","","","","","","","","",""
