"global_step","rainbow_dqn_sweep_config4 - _step","rainbow_dqn_sweep_config4 - _step__MIN","rainbow_dqn_sweep_config4 - _step__MAX","rainbow_dqn_sweep_config4 - charts/episodic_return","rainbow_dqn_sweep_config4 - charts/episodic_return__MIN","rainbow_dqn_sweep_config4 - charts/episodic_return__MAX","rainbow_dqn_sweep_config3 - _step","rainbow_dqn_sweep_config3 - _step__MIN","rainbow_dqn_sweep_config3 - _step__MAX","rainbow_dqn_sweep_config3 - charts/episodic_return","rainbow_dqn_sweep_config3 - charts/episodic_return__MIN","rainbow_dqn_sweep_config3 - charts/episodic_return__MAX","rainbow_dqn_sweep_config2 - _step","rainbow_dqn_sweep_config2 - _step__MIN","rainbow_dqn_sweep_config2 - _step__MAX","rainbow_dqn_sweep_config2 - charts/episodic_return","rainbow_dqn_sweep_config2 - charts/episodic_return__MIN","rainbow_dqn_sweep_config2 - charts/episodic_return__MAX","rainbow_dqn_sweep_config1 - _step","rainbow_dqn_sweep_config1 - _step__MIN","rainbow_dqn_sweep_config1 - _step__MAX","rainbow_dqn_sweep_config1 - charts/episodic_return","rainbow_dqn_sweep_config1 - charts/episodic_return__MIN","rainbow_dqn_sweep_config1 - charts/episodic_return__MAX","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_return","Rainbow DQN - charts/episodic_return__MIN","Rainbow DQN - charts/episodic_return__MAX"
"19380","","","","","","","","","","","","","","","","","","","","","","","","","292","292","292","-21","-21","-21"
"19400","315","291","339","-21","-21","-21","291","291","291","-21","-21","-21","314.5","291","338","-21","-21","-21","313.5","291","336","-21","-21","-21","","","","","",""
"19583","316.5","292","341","-21","-21","-21","292","292","292","-21","-21","-21","316","292","340","-21","-21","-21","315","292","338","-21","-21","-21","","","","","",""
"19769","318","293","343","-21","-21","-21","318","293","343","-21","-21","-21","317.5","293","342","-21","-21","-21","316.5","293","340","-21","-21","-21","","","","","",""
"19936","","","","","","","","","","","","","","","","","","","","","","","","","320","295","345","-21","-21","-21"
"19954","319.5","294","345","-21","-21","-21","319.5","294","345","-21","-21","-21","319","294","344","-21","-21","-21","318","294","342","-21","-21","-21","","","","","",""
"20120","","","","","","","","","","","","","","","","","","","","","","","","","347","347","347","-21","-21","-21"
"20138","347","347","347","-21","-21","-21","321","295","347","-21","-21","-21","320.5","295","346","-21","-21","-21","319.5","295","344","-21","-21","-21","","","","","",""
"20324","322.5","296","349","-21","-21","-21","322.5","296","349","-21","-21","-21","322","296","348","-21","-21","-21","321","296","346","-21","-21","-21","","","","","",""
"20498","","","","","","","","","","","","","","","","","","","","","","","","","324.5","298","351","-21","-21","-21"
"20511","297","297","297","-21","-21","-21","297","297","297","-21","-21","-21","323.5","297","350","-21","-21","-21","322.5","297","348","-21","-21","-21","","","","","",""
"20683","","","","","","","","","","","","","","","","","","","","","","","","","299","299","299","-21","-21","-21"
"20700","","","","","","","325.5","298","353","-21","-21","-21","325","298","352","-21","-21","-21","324","298","350","-21","-21","-21","","","","","",""
"20866","","","","","","","","","","","","","","","","","","","","","","","","","300","300","300","-21","-21","-21"
"20887","299","299","299","-21","-21","-21","327","299","355","-21","-21","-21","326.5","299","354","-21","-21","-21","325.5","299","352","-21","-21","-21","","","","","",""
"21049","","","","","","","","","","","","","","","","","","","","","","","","","329","301","357","-21","-21","-21"
"21073","","","","","","","328.5","300","357","-21","-21","-21","328","300","356","-21","-21","-21","327","300","354","-21","-21","-21","","","","","",""
"21238","","","","","","","","","","","","","","","","","","","","","","","","","302","302","302","-21","-21","-21"
"21261","330","301","359","-21","-21","-21","330","301","359","-21","-21","-21","329.5","301","358","-21","-21","-21","328.5","301","356","-21","-21","-21","","","","","",""
"21424","","","","","","","","","","","","","","","","","","","","","","","","","332","303","361","-21","-21","-21"
"21447","","","","","","","361","361","361","-21","-21","-21","331","302","360","-21","-21","-21","330","302","358","-21","-21","-21","","","","","",""
"21608","","","","","","","","","","","","","","","","","","","","","","","","","333.5","304","363","-21","-21","-21"
"21637","303","303","303","-21","-21","-21","363","363","363","-21","-21","-21","332.5","303","362","-21","-21","-21","331.5","303","360","-21","-21","-21","","","","","",""
"21792","","","","","","","","","","","","","","","","","","","","","","","","","365","365","365","-21","-21","-21"
"21821","334.5","304","365","-21","-21","-21","334.5","304","365","-21","-21","-21","334","304","364","-21","-21","-21","333","304","362","-21","-21","-21","","","","","",""
"22009","336","305","367","-21","-21","-21","336","305","367","-21","-21","-21","335.5","305","366","-21","-21","-21","334.5","305","364","-21","-21","-21","","","","","",""
"22199","337.5","306","369","-21","-21","-21","306","306","306","-21","-21","-21","337","306","368","-21","-21","-21","336","306","366","-21","-21","-21","","","","","",""
"22384","371","371","371","-21","-21","-21","307","307","307","-21","-21","-21","338.5","307","370","-21","-21","-21","337.5","307","368","-21","-21","-21","","","","","",""
"22573","340.5","308","373","-21","-21","-21","340.5","308","373","-21","-21","-21","340","308","372","-21","-21","-21","339","308","370","-21","-21","-21","","","","","",""
"22761","342","309","375","-21","-21","-21","","","","","","","341.5","309","374","-21","-21","-21","340.5","309","372","-21","-21","-21","","","","","",""
"22908","","","","","","","","","","","","","","","","","","","","","","","","","344","311","377","-21","-21","-21"
"22949","377","377","377","-21","-21","-21","343.5","310","377","-21","-21","-21","343","310","376","-21","-21","-21","342","310","374","-21","-21","-21","","","","","",""
"23132","379","379","379","-21","-21","-21","345","311","379","-21","-21","-21","344.5","311","378","-21","-21","-21","343.5","311","376","-21","-21","-21","","","","","",""
"23279","","","","","","","","","","","","","","","","","","","","","","","","","381","381","381","-21","-21","-21"
"23320","312","312","312","-21","-21","-21","381","381","381","-21","-21","-21","346","312","380","-21","-21","-21","345","312","378","-21","-21","-21","","","","","",""
"23467","","","","","","","","","","","","","","","","","","","","","","","","","383","383","383","-21","-21","-21"
"23508","348","313","383","-21","-21","-21","348","313","383","-21","-21","-21","347.5","313","382","-21","-21","-21","346.5","313","380","-21","-21","-21","","","","","",""
"23654","","","","","","","","","","","","","","","","","","","","","","","","","385","385","385","-21","-21","-21"
"23694","385","385","385","-21","-21","-21","314","314","314","-21","-21","-21","349","314","384","-21","-21","-21","348","314","382","-21","-21","-21","","","","","",""
"23844","","","","","","","","","","","","","","","","","","","","","","","","","316","316","316","-21","-21","-21"
"23881","351","315","387","-21","-21","-21","366","315","417","-21","-21","-21","360","315","405","-21","-21","-21","352","315","389","-21","-21","-21","","","","","",""
"24034","","","","","","","","","","","","","","","","","","","","","","","","","401","401","401","-21","-21","-21"
"24065","352.5","316","389","-21","-21","-21","367.5","316","419","-21","-21","-21","361.5","316","407","-21","-21","-21","353.5","316","391","-21","-21","-21","","","","","",""
"24220","","","","","","","","","","","","","","","","","","","","","","","","","360.5","318","403","-21","-21","-21"
"24255","354","317","391","-21","-21","-21","369","317","421","-21","-21","-21","363","317","409","-21","-21","-21","355","317","393","-21","-21","-21","","","","","",""
"24403","","","","","","","","","","","","","","","","","","","","","","","","","319","319","319","-21","-21","-21"
"24442","393","393","393","-21","-21","-21","370.5","318","423","-21","-21","-21","364.5","318","411","-21","-21","-21","389.5","384","395","-21","-21","-21","","","","","",""
"24587","","","","","","","","","","","","","","","","","","","","","","","","","363.5","320","407","-21","-21","-21"
"24630","357","319","395","-21","-21","-21","319","319","319","-21","-21","-21","366","319","413","-21","-21","-21","391","385","397","-21","-21","-21","","","","","",""
"24775","","","","","","","","","","","","","","","","","","","","","","","","","365","321","409","-21","-21","-21"
"24820","358.5","320","397","-21","-21","-21","427","427","427","-21","-21","-21","400.5","386","415","-21","-21","-21","392.5","386","399","-21","-21","-21","","","","","",""
"24963","","","","","","","","","","","","","","","","","","","","","","","","","388","388","388","-21","-21","-21"
"25005","399","399","399","-21","-21","-21","408","387","429","-21","-21","-21","402","387","417","-21","-21","-21","394","387","401","-21","-21","-21","","","","","",""
"25149","","","","","","","","","","","","","","","","","","","","","","","","","413","413","413","-21","-21","-21"
"25193","","","","","","","409.5","388","431","-21","-21","-21","403.5","388","419","-21","-21","-21","395.5","388","403","-21","-21","-21","","","","","",""
"25338","","","","","","","","","","","","","","","","","","","","","","","","","390","390","390","-21","-21","-21"
"25380","421.5","401","442","-21","-21","-21","389","389","389","-21","-21","-21","405","389","421","-21","-21","-21","424.5","405","444","-21","-21","-21","","","","","",""
"25566","423","402","444","-21","-21","-21","412.5","390","435","-21","-21","-21","406.5","390","423","-21","-21","-21","426","406","446","-21","-21","-21","","","","","",""
"25709","","","","","","","","","","","","","","","","","","","","","","","","","392","392","392","-21","-21","-21"
"25755","424.5","403","446","-21","-21","-21","414","391","437","-21","-21","-21","408","391","425","-21","-21","-21","427.5","407","448","-21","-21","-21","","","","","",""
"25895","","","","","","","","","","","","","","","","","","","","","","","","","393","393","393","-21","-21","-21"
"25941","426","404","448","-21","-21","-21","415.5","392","439","-21","-21","-21","409.5","392","427","-21","-21","-21","429","408","450","-21","-21","-21","","","","","",""
"26081","","","","","","","","","","","","","","","","","","","","","","","","","408.5","394","423","-21","-21","-21"
"26128","405","405","405","-21","-21","-21","417","393","441","-21","-21","-21","411","393","429","-21","-21","-21","430.5","409","452","-21","-21","-21","","","","","",""
"26268","","","","","","","","","","","","","","","","","","","","","","","","","425","425","425","-21","-21","-21"
"26313","429","406","452","-21","-21","-21","418.5","394","443","-21","-21","-21","412.5","394","431","-21","-21","-21","432","410","454","-21","-21","-21","","","","","",""
"26453","","","","","","","","","","","","","","","","","","","","","","","","","427","427","427","-21","-21","-21"
"26497","430.5","407","454","-21","-21","-21","445","445","445","-21","-21","-21","414","395","433","-21","-21","-21","433.5","411","456","-21","-21","-21","","","","","",""
"26681","432","408","456","-21","-21","-21","421.5","396","447","-21","-21","-21","415.5","396","435","-21","-21","-21","435","412","458","-21","-21","-21","","","","","",""
"26869","458","458","458","-21","-21","-21","423","397","449","-21","-21","-21","417","397","437","-21","-21","-21","436.5","413","460","-21","-21","-21","","","","","",""
"27054","435","410","460","-21","-21","-21","424.5","398","451","-21","-21","-21","418.5","398","439","-21","-21","-21","438","414","462","-21","-21","-21","","","","","",""
"27242","411","411","411","-21","-21","-21","426","399","453","-21","-21","-21","420","399","441","-21","-21","-21","439.5","415","464","-21","-21","-21","","","","","",""
"27387","","","","","","","","","","","","","","","","","","","","","","","","","436","436","436","-21","-21","-21"
"27429","464","464","464","-21","-21","-21","400","400","400","-21","-21","-21","421.5","400","443","-21","-21","-21","441","416","466","-21","-21","-21","","","","","",""
"27575","","","","","","","","","","","","","","","","","","","","","","","","","477","477","477","-21","-21","-21"
"27618","466","466","466","-21","-21","-21","429","401","457","-21","-21","-21","423","401","445","-21","-21","-21","442.5","417","468","-21","-21","-21","","","","","",""
"27764","","","","","","","","","","","","","","","","","","","","","","","","","479","479","479","-21","-21","-21"
"27808","441","414","468","-21","-21","-21","430.5","402","459","-21","-21","-21","424.5","402","447","-21","-21","-21","444","418","470","-21","-21","-21","","","","","",""
"27950","","","","","","","","","","","","","","","","","","","","","","","","","439","439","439","-21","-21","-21"
"27991","470","470","470","-21","-21","-21","403","403","403","-21","-21","-21","426","403","449","-21","-21","-21","445.5","419","472","-21","-21","-21","","","","","",""
"28174","444","416","472","-21","-21","-21","404","404","404","-21","-21","-21","427.5","404","451","-21","-21","-21","447","420","474","-21","-21","-21","","","","","",""
"28325","","","","","","","","","","","","","","","","","","","","","","","","","485","485","485","-21","-21","-21"
"28359","445.5","417","474","-21","-21","-21","405","405","405","-21","-21","-21","472","453","491","-21","-21","-21","448.5","421","476","-21","-21","-21","","","","","",""
"28546","447","418","476","-21","-21","-21","436.5","406","467","-21","-21","-21","473.5","454","493","-21","-21","-21","450","422","478","-21","-21","-21","","","","","",""
"28699","","","","","","","","","","","","","","","","","","","","","","","","","489","489","489","-21","-21","-21"
"28735","","","","","","","438","407","469","-21","-21","-21","475","455","495","-21","-21","-21","451.5","423","480","-21","-21","-21","","","","","",""
"28888","","","","","","","","","","","","","","","","","","","","","","","","","491","491","491","-21","-21","-21"
"28923","450","420","480","-21","-21","-21","471","471","471","-21","-21","-21","476.5","456","497","-21","-21","-21","453","424","482","-21","-21","-21","","","","","",""
"29072","","","","","","","","","","","","","","","","","","","","","","","","","493","493","493","-21","-21","-21"
"29109","451.5","421","482","-21","-21","-21","473","473","473","-21","-21","-21","478","457","499","-21","-21","-21","454.5","425","484","-21","-21","-21","","","","","",""
"29259","","","","","","","","","","","","","","","","","","","","","","","","","470.5","446","495","-21","-21","-21"
"29298","453","422","484","-21","-21","-21","410","410","410","-21","-21","-21","479.5","458","501","-21","-21","-21","456","426","486","-21","-21","-21","","","","","",""
"29484","454.5","423","486","-21","-21","-21","444","411","477","-21","-21","-21","481","459","503","-21","-21","-21","457.5","427","488","-21","-21","-21","","","","","",""
"29632","","","","","","","","","","","","","","","","","","","","","","","","","448","448","448","-21","-21","-21"
"29673","","","","","","","445.5","412","479","-21","-21","-21","482.5","460","505","-21","-21","-21","459","428","490","-21","-21","-21","","","","","",""
"29817","","","","","","","","","","","","","","","","","","","","","","","","","501","501","501","-21","-21","-21"
"29861","457.5","425","490","-21","-21","-21","447","413","481","-21","-21","-21","484","461","507","-21","-21","-21","460.5","429","492","-21","-21","-21","","","","","",""
"30047","492","492","492","-21","-21","-21","456","414","498","-21","-21","-21","485.5","462","509","-21","-21","-21","462","430","494","-21","-21","-21","","","","","",""
"30231","494","494","494","-21","-21","-21","457.5","415","500","-21","-21","-21","487","463","511","-21","-21","-21","463.5","431","496","-21","-21","-21","","","","","",""
"30379","","","","","","","","","","","","","","","","","","","","","","","","","479.5","452","507","-21","-21","-21"
"30421","462","428","496","-21","-21","-21","459","416","502","-21","-21","-21","488.5","464","513","-21","-21","-21","465","432","498","-21","-21","-21","","","","","",""
"30608","498","498","498","-21","-21","-21","483","483","483","-21","-21","-21","490","465","515","-21","-21","-21","466.5","433","500","-21","-21","-21","","","","","",""
"30750","","","","","","","","","","","","","","","","","","","","","","","","","454","454","454","-21","-21","-21"
"30793","500","500","500","-21","-21","-21","","","","","","","491.5","466","517","-21","-21","-21","468","434","502","-21","-21","-21","","","","","",""
"30933","","","","","","","","","","","","","","","","","","","","","","","","","455","455","455","-21","-21","-21"
"30980","502","502","502","-21","-21","-21","485","485","485","-21","-21","-21","493","467","519","-21","-21","-21","469.5","435","504","-21","-21","-21","","","","","",""
"31119","","","","","","","","","","","","","","","","","","","","","","","","","456","456","456","-21","-21","-21"
"31165","484","432","536","-21","-21","-21","498","486","510","-21","-21","-21","494.5","468","521","-21","-21","-21","471","436","506","-21","-21","-21","","","","","",""
"31308","","","","","","","","","","","","","","","","","","","","","","","","","517","517","517","-21","-21","-21"
"31351","","","","","","","487","487","487","-21","-21","-21","496","469","523","-21","-21","-21","472.5","437","508","-21","-21","-21","","","","","",""
"31537","487","434","540","-21","-21","-21","501","488","514","-21","-21","-21","497.5","470","525","-21","-21","-21","490.5","438","543","-21","-21","-21","","","","","",""
"31723","542","542","542","-21","-21","-21","516","516","516","-21","-21","-21","499","471","527","-21","-21","-21","492","439","545","-21","-21","-21","","","","","",""
"31869","","","","","","","","","","","","","","","","","","","","","","","","","460","460","460","-21","-21","-21"
"31907","490","436","544","-21","-21","-21","490","490","490","-21","-21","-21","500.5","472","529","-21","-21","-21","493.5","440","547","-21","-21","-21","","","","","",""
"32054","","","","","","","","","","","","","","","","","","","","","","","","","493","461","525","-21","-21","-21"
"32090","546","546","546","-21","-21","-21","491","491","491","-21","-21","-21","502","473","531","-21","-21","-21","495","441","549","-21","-21","-21","","","","","",""
"32238","","","","","","","","","","","","","","","","","","","","","","","","","494.5","462","527","-21","-21","-21"
"32274","526","504","548","-21","-21","-21","522","492","552","-21","-21","-21","503.5","474","533","-21","-21","-21","496.5","442","551","-21","-21","-21","","","","","",""
